2.90279, 2.82267, 2.84111, 2.71763, 2.52115, 2.62111, 2.71468, 2.48795, 2.29947, 2.12734, 2.41382, 2.32027, 2.41805, 2.13954, 2.11153, 2.1449, 2.28243, 2.04994, 2.06189, 2.02886, 2.14048, 2.10788, 1.98604, 2.01395, 1.87484, 2.01882, 2.0067, 1.92786, 0.845663, 0.916487, 0.952536, 0.919048, 0.935591, 0.734734, 0.958082, 0.990848, 0.950736, 2.02, 2.02297, 1.84327, 2.09599, 2.17797, 2.01751, 2.07437, 2.05063, 2.01089, 2.25167, 2.13592, 2.17989, 2.1479, 2.24867, 2.20097, 2.23743, 2.19932, 2.50337, 2.50092, 2.35246, 2.28399, 2.47751, 2.63088, 2.66032, 2.55178, 2.60037, 2.76974, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.57175, 2.79873, 2.57027, 2.77453, 2.55289, 2.5783, 2.69969, 2.44411, 2.46546, 2.40869, 2.44016, 2.525, 2.2394, 2.22204, 2.1452, 2.09805, 2.17867, 2.19492, 2.28202, 2.29318, 1.99917, 2.06147, 2.15082, 1.97526, 2.06127, 2.20979, 2.2133, 1.99671, 0.967065, 0.922049, 0.7618, 0.912241, 0.703677, 1.03728, 0.874336, 1.04903, 0.834918, 2.04328, 1.93115, 2.09534, 2.01935, 1.86719, 2.09004, 2.08894, 2.12198, 2.21615, 2.18822, 2.2131, 2.22676, 2.40955, 2.13502, 2.32147, 2.21029, 2.28257, 2.42415, 2.43435, 2.46182, 2.41075, 2.53899, 2.43401, 2.50533, 2.5901, 2.68098, 2.65375, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.86682, 2.62945, 2.67208, 2.54388, 2.57078, 2.59537, 2.35185, 2.38303, 2.3399, 2.43628, 2.30537, 2.32674, 2.37142, 2.27717, 2.27389, 2.12134, 2.07832, 2.42483, 2.2049, 2.41946, 2.19258, 2.01919, 2.25569, 2.00776, 1.95612, 2.01693, 1.98823, 2.02865, 0.941756, 0.855199, 0.843086, 0.709729, 0.881726, 1.04166, 0.895347, 1.15924, 0.736444, 1.95046, 1.97776, 2.04132, 2.14144, 1.97072, 2.04278, 1.93582, 2.18016, 2.21625, 2.07398, 2.13883, 2.15811, 2.18734, 2.11288, 2.20187, 2.32698, 2.28168, 2.42045, 2.45302, 2.51515, 2.47138, 2.52837, 2.41243, 2.47906, 2.73388, 2.76154, 2.7852, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.89786, 2.93876, 2.69956, 2.68739, 2.59016, 2.41889, 2.52221, 2.34444, 2.49754, 2.38709, 2.35804, 2.32482, 2.33492, 2.15373, 2.27495, 2.33925, 2.07276, 1.97819, 2.20385, 2.0596, 2.00912, 2.17651, 2.12711, 2.0614, 2.09444, 1.98995, 2.08771, 1.96983, 0.846421, 1.07769, 0.86296, 0.85359, 0.810766, 0.843516, 1.01576, 0.906563, 1.07148, 1.94875, 2.11848, 2.02232, 2.09483, 2.12565, 2.12613, 2.01532, 2.04699, 2.09571, 2.28059, 2.11907, 2.04835, 2.17956, 2.38602, 2.19338, 2.23447, 2.30521, 2.4223, 2.32193, 2.27386, 2.38116, 2.56775, 2.54659, 2.68242, 2.7188, 2.80683, 2.86508, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.84272, 2.68923, 2.61055, 2.63976, 2.5552, 2.42924, 2.45898, 2.40948, 2.27927, 2.46337, 2.21398, 2.14171, 2.47357, 2.19273, 2.22413, 2.1218, 2.1347, 2.15663, 2.01016, 2.0428, 2.15753, 2.15149, 2.20757, 1.95431, 2.03021, 2.03253, 2.05883, 2.02481, 0.840357, 0.950832, 0.898538, 1.03526, 0.747549, 0.878388, 0.989441, 0.877919, 0.962126, 2.12064, 1.84497, 2.06453, 1.82626, 2.13742, 1.97876, 2.15029, 2.05785, 2.09364, 2.28376, 2.10832, 2.32188, 2.10546, 2.02131, 2.15763, 2.12597, 2.31889, 2.40715, 2.49691, 2.43716, 2.4741, 2.53401, 2.54451, 2.71325, 2.5473, 2.81872, 2.72045, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.9919, 2.6163, 2.69333, 2.68157, 2.75682, 2.51777, 2.39679, 2.37115, 2.44952, 2.35506, 2.31745, 2.37369, 2.39211, 2.36322, 2.34174, 2.20555, 2.23961, 2.17609, 2.13938, 2.15914, 2.09698, 2.14843, 1.93109, 1.99621, 2.02211, 2.11793, 1.97437, 1.96754, 0.871535, 0.929943, 1.00287, 0.850629, 0.930736, 1.08514, 0.824762, 0.961654, 1.07885, 1.92004, 2.15886, 2.0228, 2.11767, 1.85681, 2.19674, 2.06003, 1.96302, 2.14736, 2.16659, 2.10144, 2.1393, 2.28184, 2.16285, 2.23838, 2.24394, 2.36215, 2.29612, 2.34871, 2.40432, 2.54349, 2.38762, 2.51453, 2.53913, 2.69466, 2.67749, 2.86561, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.946, 2.70528, 2.80374, 2.66191, 2.55163, 2.42084, 2.61405, 2.52526, 2.52422, 2.3717, 2.50032, 2.43675, 2.40757, 2.42511, 2.37378, 2.15723, 2.05431, 2.10095, 2.11349, 2.16136, 1.93551, 2.06841, 1.86261, 2.02905, 2.1569, 2.01781, 2.15784, 2.10824, 1.06542, 1.02321, 0.988304, 0.920459, 0.754345, 0.851387, 0.895409, 0.918237, 0.839319, 1.98765, 2.07112, 2.21449, 2.02913, 1.93054, 1.95179, 2.05461, 2.02324, 2.21677, 2.1971, 2.06823, 2.08024, 2.16424, 2.41344, 2.18417, 2.21548, 2.23086, 2.28411, 2.45854, 2.55864, 2.49187, 2.41963, 2.5405, 2.5244, 2.68087, 2.76651, 2.84535, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.80069, 2.73861, 2.84024, 2.65969, 2.65508, 2.54069, 2.43983, 2.53764, 2.46574, 2.41075, 2.3923, 2.3612, 2.34658, 2.0943, 2.32275, 2.13689, 2.21749, 2.14981, 2.1324, 1.95128, 1.96362, 2.04778, 2.02803, 2.25525, 2.02906, 2.05605, 2.11717, 2.01519, 0.984073, 1.08685, 0.998579, 0.859248, 0.970302, 0.926033, 0.837651, 0.938246, 0.913886, 2.07026, 2.08946, 2.07636, 2.12114, 1.92947, 2.13773, 2.02025, 2.14926, 2.10377, 2.24434, 1.89429, 2.14258, 2.30001, 2.11583, 2.26365, 2.22638, 2.17202, 2.21402, 2.44513, 2.2704, 2.26474, 2.37602, 2.45923, 2.71475, 2.67404, 2.88901, 2.62808, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.91775, 2.8098, 2.55757, 2.71962, 2.57741, 2.56413, 2.62991, 2.4486, 2.57239, 2.50682, 2.42386, 2.34018, 2.36079, 2.09699, 2.19829, 2.23093, 2.28535, 2.23151, 2.29402, 2.08821, 2.19095, 2.09547, 1.95052, 2.11627, 2.0478, 1.90134, 2.01204, 1.953, 0.862085, 0.991003, 0.921349, 0.988396, 0.863694, 0.886385, 0.882633, 0.874168, 0.959755, 2.12499, 1.86139, 2.1202, 1.97392, 1.96391, 2.08811, 2.04925, 2.17264, 2.14909, 2.13839, 2.03525, 2.08354, 2.2086, 2.25731, 2.27837, 2.22788, 2.3283, 2.31341, 2.4152, 2.37114, 2.60908, 2.4635, 2.54536, 2.50574, 2.70459, 2.56083, 2.78365, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.78268, 2.83883, 2.69522, 2.67877, 2.51846, 2.47809, 2.33313, 2.26215, 2.4286, 2.41087, 2.33412, 2.3149, 2.22569, 2.19797, 2.30053, 2.02862, 2.36285, 2.11349, 2.11417, 2.19462, 2.08476, 2.23531, 2.27812, 2.1251, 2.00506, 2.03089, 1.9632, 2.0591, 0.97631, 0.932971, 0.974049, 0.827165, 0.900342, 0.830598, 0.893133, 0.925415, 0.991993, 2.06381, 1.96945, 1.97065, 2.00065, 1.94086, 2.18156, 2.03595, 2.3041, 2.08304, 2.10061, 2.26494, 2.13893, 2.18802, 2.34229, 2.12796, 2.25115, 2.32287, 2.48992, 2.30974, 2.23549, 2.40572, 2.41468, 2.44423, 2.69237, 2.84732, 2.68678, 2.82607, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.8429, 2.68071, 2.59049, 2.57924, 2.66976, 2.40625, 2.38847, 2.26189, 2.16489, 2.54048, 2.48683, 2.18039, 2.52963, 2.19658, 2.10517, 2.26182, 2.22881, 2.15858, 2.12405, 1.94507, 1.95115, 2.18905, 1.83373, 2.00187, 1.96306, 1.91028, 1.95462, 2.10913, 1.04448, 1.01002, 0.774186, 1.06089, 0.789016, 0.796403, 0.883549, 0.953284, 0.910471, 1.85891, 2.17267, 2.13236, 1.96838, 2.24231, 1.98161, 2.09023, 2.0087, 1.99076, 2.1555, 2.24882, 2.14034, 2.19602, 2.38562, 2.16778, 2.24888, 2.29201, 2.34281, 2.39221, 2.22886, 2.40798, 2.55239, 2.5849, 2.69992, 2.54269, 2.78146, 2.68493, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.75585, 2.70139, 2.72366, 2.68328, 2.68201, 2.38734, 2.55165, 2.24286, 2.5638, 2.42134, 2.27165, 2.24158, 2.24686, 2.26478, 2.38509, 2.40982, 2.26607, 2.10484, 2.05712, 2.11053, 2.06341, 2.00171, 1.93708, 2.23956, 2.0273, 1.97441, 2.02609, 1.90145, 0.968405, 0.811496, 1.05459, 0.86151, 1.03119, 0.897598, 0.883008, 0.87653, 1.16206, 2.00867, 1.99779, 1.96323, 1.82188, 1.90788, 2.10245, 2.1058, 2.04455, 1.96882, 2.05191, 2.06696, 2.04985, 2.2519, 2.12922, 2.17092, 2.24418, 2.25809, 2.40939, 2.43762, 2.41455, 2.42485, 2.49323, 2.47153, 2.54812, 2.50082, 2.82698, 2.60033, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.72147, 2.85344, 2.76055, 2.64836, 2.48431, 2.53228, 2.51048, 2.28497, 2.32764, 2.32444, 2.34112, 2.13198, 2.31387, 2.24093, 2.33742, 2.27801, 2.04358, 2.14608, 2.15905, 2.09853, 2.05264, 2.00492, 2.08809, 1.95498, 2.08436, 2.095, 2.27248, 2.03042, 1.06152, 0.902563, 0.915774, 0.814077, 0.816241, 0.780806, 0.935453, 0.861218, 1.09971, 2.10091, 2.06433, 1.93589, 1.91492, 2.08597, 2.02386, 2.12344, 2.25116, 2.10149, 2.20764, 2.2069, 2.13837, 2.04509, 2.25992, 2.1029, 2.10778, 2.33763, 2.27019, 2.31727, 2.25853, 2.40052, 2.4285, 2.45524, 2.6392, 2.58273, 2.62775, 2.65256, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
2.72049, 2.82686, 2.72277, 2.76758, 2.44807, 2.46626, 2.58064, 2.23118, 2.19512, 2.3755, 2.26816, 2.39003, 2.33948, 2.20548, 2.15561, 2.14513, 2.13144, 2.09837, 2.32692, 2.11105, 2.09625, 2.02021, 2.13419, 1.97241, 2.10258, 1.90519, 2.0863, 2.02635, 1.01866, 0.871346, 0.987173, 0.741593, 0.803548, 0.923361, 0.96146, 0.881866, 0.974714, 1.77315, 1.99132, 1.8972, 2.00452, 2.14919, 2.18589, 2.05656, 2.12331, 1.98925, 2.00153, 2.07818, 2.15597, 2.23866, 2.03941, 2.26959, 2.4837, 2.2974, 2.34311, 2.39641, 2.48434, 2.19109, 2.43638, 2.4416, 2.79852, 2.69836, 2.67632, 2.65697, -0.785398, 0.785398, 0.0245437, 0, 0.1, 0, 100
