0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.216978, -0.00578476
0.240791, -0.0471766
0.288277, -0.0552008
0.272807, 0.015621
0.20053, -0.0316854
0.27088, -0.0190903
0.26951, -0.0615521
0.21661, 0.13778
0.231101, 0.0429534
0.211113, 0.128638
0.231001, 0.0175666
0.24133, 0.078103
0.25048, 0.0395429
0.222283, 0.00275997
0.264191, 0.0172624
0.225442, 0.105114
0.233764, 0.107172
0.246299, -0.117764
0.240537, 0.0590346
0.203004, 0.0428321
0.235772, -0.0251128
0.257593, -0.0860378
0.197672, -0.0198288
0.231996, -0.0959372
0.249216, -0.0986009
0.24028, -0.00749861
0.247766, 0.0304573
0.2846, -0.0225916
0.256062, -0.00430688
0.250014, 0.0738965
0.252843, -0.031102
0.296594, -0.013376
0.240228, 0.0078852
0.24322, 0.0615235
0.21975, -0.0343979
0.266761, -0.00204743
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
