0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 8.72665e-05, 1
0, 0, 0, 0, 0.000174533, 1
0, 0, 0, 0, 0.000174533, 1
0.000255876, 8.93177e-08, 0, 0, 8.72665e-05, 1
0.00383814, 7.14541e-07, 0, 0, 8.72665e-05, 1
0.00810275, 1.45886e-06, 0, 0, 8.72665e-05, 1
0.0128365, 2.28504e-06, 0, 0, 0.000174533, 1
0.0162055, 3.46106e-06, 0, 0, 0.000698132, 1
0.0182952, 6.37877e-06, 0, 0, 0.00183259, 0.999998
0.0210671, 1.65386e-05, 0, 0, 0.00270526, 0.999996
0.0249905, 3.77664e-05, 0, 0, 0.00392698, 0.999992
0.0292976, 7.15951e-05, 0, 0, 0.00532323, 0.999986
0.0333488, 0.000114727, 0, 0, 0.00750485, 0.999972
0.0371438, 0.000171695, 0, 0, 0.0141367, 0.9999
0.0408099, 0.000275379, 0, 0, 0.0210297, 0.999779
0.0446447, 0.000436773, 0, 0, 0.0292301, 0.999573
0.048604, 0.000668532, 0, 0, 0.0379518, 0.99928
0.0524311, 0.000959651, 0, 0, 0.0467578, 0.998906
0.05621, 0.0013142, 0, 0, 0.059829, 0.998209
0.059936, 0.00176246, 0, 0, 0.0679282, 0.99769
0.0639922, 0.00231737, 0, 0, 0.0752398, 0.997165
0.068082, 0.00293809, 0, 0, 0.0818515, 0.996645
0.0718687, 0.0035643, 0, 0, 0.0879381, 0.996126
0.0754376, 0.00419936, 0, 0, 0.0971486, 0.99527
0.0789941, 0.00490034, 0, 0, 0.103747, 0.994604
0.0826244, 0.00566604, 0, 0, 0.110862, 0.993836
0.0862434, 0.00648361, 0, 0, 0.118404, 0.992966
0.0896838, 0.00731592, 0, 0, 0.126199, 0.992005
0.093152, 0.00821285, 0, 0, 0.137272, 0.990533
0.0965582, 0.00917543, 0, 0, 0.144011, 0.989576
0.100278, 0.0102815, 0, 0, 0.150571, 0.988599
0.103983, 0.0114369, 0, 0, 0.157296, 0.987551
0.107753, 0.012669, 0, 0, 0.164531, 0.986372
0.111302, 0.0138871, 0, 0, 0.175796, 0.984427
0.114703, 0.0151418, 0, 0, 0.182836, 0.983143
0.118205, 0.016491, 0, 0, 0.189267, 0.981926
0.121768, 0.0179176, 0, 0, 0.195689, 0.980666
0.125312, 0.0193907, 0, 0, 0.202275, 0.979329
0.128915, 0.0209451, 0, 0, 0.209192, 0.977875
0.132417, 0.0225154, 0, 0, 0.220187, 0.975458
0.135883, 0.0241641, 0, 0, 0.227926, 0.973678
0.139361, 0.0258866, 0, 0, 0.235736, 0.971817
0.142696, 0.0276061, 0, 0, 0.2437, 0.969851
0.146003, 0.0293801, 0, 0, 0.251478, 0.967863
0.149244, 0.0311862, 0, 0, 0.262526, 0.964925
0.152517, 0.0331092, 0, 0, 0.269676, 0.962951
0.155833, 0.0351247, 0, 0, 0.276812, 0.960924
0.159047, 0.0371439, 0, 0, 0.283848, 0.958869
0.162231, 0.0392099, 0, 0, 0.291036, 0.956712
0.165454, 0.0413711, 0, 0, 0.301538, 0.953454
0.168525, 0.043529, 0, 0, 0.308685, 0.951164
0.171597, 0.0457578, 0, 0, 0.315897, 0.948793
0.174498, 0.0479307, 0, 0, 0.322927, 0.946424
0.1773, 0.0500943, 0, 0, 0.329773, 0.94406
0.180103, 0.0523248, 0, 0, 0.339723, 0.940526
0.183186, 0.0548865, 0, 0, 0.346363, 0.938101
0.186363, 0.0576024, 0, 0, 0.35323, 0.935537
0.189307, 0.0601955, 0, 0, 0.360567, 0.932733
0.19221, 0.0628345, 0, 0, 0.368125, 0.929776
0.19507, 0.0655203, 0, 0, 0.379456, 0.92521
0.197925, 0.068335, 0, 0, 0.386952, 0.9221
0.200643, 0.0711044, 0, 0, 0.394503, 0.918895
0.203316, 0.073918, 0, 0, 0.401948, 0.915663
0.205828, 0.0766491, 0, 0, 0.409207, 0.912442
0.208295, 0.0794197, 0, 0, 0.41636, 0.9092
0.21083, 0.0823579, 0, 0, 0.426806, 0.904343
0.213162, 0.0851891, 0, 0, 0.43358, 0.901115
0.21545, 0.088055, 0, 0, 0.440096, 0.897951
0.217802, 0.0910885, 0, 0, 0.446198, 0.894934
0.220112, 0.0941538, 0, 0, 0.45189, 0.892074
0.222559, 0.097489, 0, 0, 0.460665, 0.887574
