0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.123759, 0.59741
0.123375, 0.771001
0.0110229, 0.689468
0.0654171, 0.626539
0.027046, 0.638292
0.187556, 0.545111
0.0581564, 0.645375
0.0385383, 0.546828
0.120082, 0.522452
0.200024, 0.580187
0.0548287, 0.684567
0.173496, 0.654085
0.105805, 0.489585
0.160638, 0.552281
0.0570431, 0.447042
0.0555826, 0.654837
0.0863113, 0.714655
0.214558, 0.660237
0.166164, 0.650024
0.0792158, 0.585953
0.126789, 0.608464
0.130055, 0.625109
0.0948293, 0.622316
-0.0044478, 0.597603
0.136398, 0.661596
0.0188255, 0.670685
0.0326165, 0.661269
0.0225335, 0.544965
0.05107, 0.630267
-0.00646659, 0.709819
0.0822903, 0.6113
0.169978, 0.701666
0.155415, 0.550036
0.127998, 0.680377
0.094836, 0.615626
0.0661821, 0.648586
0.0441787, 0.69188
0.106333, 0.768525
0.143582, 0.683691
0.0654976, 0.590503
0.171227, 0.552112
0.0587917, 0.580086
0.141593, 0.644924
0.0196074, 0.546995
0.171794, 0.588954
0.0936445, 0.612728
0.0828473, 0.587378
0.157741, 0.605351
-0.000709429, 0.560507
0.037512, 0.646453
0.0778181, 0.535976
0.153465, 0.551522
0.0662797, 0.61313
0.160947, 0.524905
0.230377, 0.579325
0.261174, 0.611799
0.0927866, 0.550005
0.128361, 0.568974
0.0725331, 0.594981
