2.55619, 2.44114, 2.52777, 2.62121, 2.53064, 2.54236, 2.68824, 2.40093, 2.50991, 2.45961, 2.40937, 2.39199, 2.50999, 2.4531, 2.60159, 2.44886, 2.80989, 2.5028, 2.54891, 2.6272, 2.58064, 2.54265, 2.33842, 2.622, 2.33352, 2.45128, 2.60548, 2.33866, 2.57313, 2.34274, 2.60541, 2.54355, 2.54649, 2.4682, 2.37804, 2.48409, 2.46792, 2.6124, 2.53685, 2.47031, 2.30822, 2.55828, 2.44751, 2.49545, 2.37934, 2.3735, 2.58389, 2.4967, 2.4362, 2.36454, 2.49931, 2.48017, 2.53283, 2.47415, 2.46841, 2.41625, 1.017, 0.86757, 1.09832, 0.817472, 0.869412, 0.765965, 0.733716, 1.07767, 1.04609, 0.865759, 0.896438, 0.94986, 0.84073, 0.853499, 0.951879, 0.904436, 0.945554, 2.43223, 2.54352, 2.44552, 2.61302, 2.56622, 2.6385, 2.43004, 2.53842, 2.57138, 2.41432, 2.51436, 2.68087, 2.36541, 2.53689, 2.56729, 2.57185, 2.45489, 2.32881, 2.46623, 2.44268, 2.54238, 2.47974, 2.60851, 2.34161, 2.56727, 2.56961, 2.51214, 2.54799, 2.40953, 2.45771, 2.3846, 2.45144, 2.51012, 2.55943, 2.31169, 2.61068, 2.6079, 2.48517, 2.49654, 2.51231, 2.3266, 2.28893, 2.53185, 2.55175, 2.41142, 2.46692, 2.41099, 2.55161, 2.48803, 2.53596, 2.34951, 2.51813, 2.53521, 2.59022, 2.46767, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.61698, 2.58194, 2.45712, 2.57388, 2.42499, 2.67386, 2.47926, 2.46173, 2.35923, 2.69525, 2.53938, 2.61645, 2.5687, 2.47266, 2.49589, 2.5988, 2.3983, 2.45512, 2.43671, 2.50952, 2.4607, 2.40691, 2.44385, 2.48075, 2.50259, 2.44501, 2.39649, 2.35976, 2.56974, 2.43416, 2.64411, 2.77652, 2.47679, 2.40668, 2.45589, 2.47829, 2.5497, 2.59351, 2.42869, 2.5222, 2.64013, 2.57969, 2.47819, 2.47785, 2.33835, 2.3978, 2.34354, 2.58351, 2.6006, 2.44318, 2.49406, 2.5458, 2.47288, 2.57454, 2.57846, 2.48246, 1.13305, 1.00311, 1.0332, 0.867095, 1.20174, 0.72639, 1.02365, 0.868743, 0.876081, 0.924622, 1.00921, 0.864549, 0.824314, 0.766193, 1.05407, 1.06073, 1.00637, 2.43354, 2.64812, 2.48315, 2.48487, 2.53903, 2.4405, 2.55765, 2.41824, 2.64117, 2.54813, 2.53805, 2.41742, 2.48356, 2.64851, 2.50786, 2.43688, 2.41505, 2.60047, 2.54178, 2.59033, 2.38444, 2.57189, 2.56228, 2.41603, 2.63036, 2.63474, 2.50559, 2.3266, 2.39252, 2.40448, 2.51528, 2.54163, 2.54908, 2.42775, 2.32003, 2.40193, 2.56634, 2.61597, 2.43185, 2.44623, 2.60153, 2.63331, 2.53551, 2.38405, 2.5182, 2.33765, 2.51122, 2.508, 2.59178, 2.66313, 2.43135, 2.49579, 2.61488, 2.44921, 2.53108, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.43242, 2.44713, 2.65319, 2.39743, 2.73283, 2.57098, 2.37681, 2.36551, 2.46408, 2.52784, 2.70392, 2.59842, 2.54865, 2.58886, 2.49263, 2.76328, 2.43332, 2.35685, 2.5577, 2.42063, 2.60128, 2.64117, 2.45222, 2.43921, 2.40577, 2.43927, 2.40541, 2.44015, 2.68904, 2.68888, 2.58784, 2.37938, 2.40716, 2.53529, 2.36008, 2.53374, 2.32444, 2.5384, 2.56859, 2.49391, 2.68526, 2.41522, 2.43017, 2.61943, 2.4998, 2.56527, 2.44979, 2.46203, 2.54852, 2.55883, 2.47807, 2.35835, 2.6174, 2.4088, 2.62519, 2.57932, 1.07899, 1.02757, 0.96746, 0.993339, 0.934332, 0.745807, 0.773193, 0.933068, 0.969655, 1.01251, 0.862312, 0.879835, 0.916921, 0.802721, 1.05839, 0.918307, 1.04145, 2.63035, 2.51748, 2.54959, 2.45572, 2.5225, 2.41603, 2.55186, 2.73773, 2.57472, 2.48788, 2.49937, 2.41077, 2.67172, 2.67511, 2.40805, 2.49569, 2.62413, 2.55565, 2.53368, 2.49551, 2.48054, 2.47745, 2.27843, 2.37428, 2.44567, 2.45683, 2.52919, 2.42775, 2.47023, 2.44865, 2.52643, 2.52824, 2.54758, 2.532, 2.61888, 2.67205, 2.54275, 2.70868, 2.48452, 2.27208, 2.36371, 2.43116, 2.43788, 2.57886, 2.35778, 2.59887, 2.81262, 2.38833, 2.46917, 2.56212, 2.61027, 2.34613, 2.30792, 2.44016, 2.6677, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.51695, 2.657, 2.42982, 2.72391, 2.39202, 2.46843, 2.51278, 2.53178, 2.28917, 2.51898, 2.5619, 2.58696, 2.49793, 2.59578, 2.58248, 2.55745, 2.4798, 2.51859, 2.46225, 2.63634, 2.57958, 2.47902, 2.46905, 2.41546, 2.39306, 2.28678, 2.47162, 2.57218, 2.44412, 2.68022, 2.37185, 2.55029, 2.61491, 2.56275, 2.40636, 2.41981, 2.47457, 2.54265, 2.57774, 2.72236, 2.49602, 2.3598, 2.5699, 2.62775, 2.32792, 2.49756, 2.47454, 2.39301, 2.5349, 2.33256, 2.48772, 2.53997, 2.57309, 2.66674, 2.53679, 2.55751, 0.885715, 0.983177, 0.88533, 0.712643, 0.916983, 0.749586, 0.957852, 0.925634, 0.842556, 0.771988, 1.023, 0.860921, 1.06323, 0.782948, 0.996465, 1.08616, 1.12509, 2.50584, 2.58019, 2.40141, 2.38041, 2.65266, 2.53761, 2.44387, 2.56114, 2.36788, 2.78933, 2.44606, 2.46006, 2.33324, 2.3199, 2.53761, 2.5405, 2.71754, 2.44733, 2.40447, 2.32326, 2.58248, 2.43712, 2.44368, 2.47236, 2.50222, 2.40753, 2.2955, 2.50928, 2.71372, 2.60038, 2.22115, 2.55047, 2.53179, 2.29544, 2.37217, 2.60899, 2.53379, 2.55181, 2.4138, 2.46314, 2.41548, 2.66682, 2.54993, 2.43935, 2.45459, 2.53249, 2.34377, 2.43536, 2.38414, 2.44948, 2.41293, 2.59348, 2.46674, 2.59361, 2.53144, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.34601, 2.4662, 2.46627, 2.52786, 2.47592, 2.51946, 2.57384, 2.64119, 2.59703, 2.53749, 2.34829, 2.34539, 2.3991, 2.39503, 2.4658, 2.50375, 2.54946, 2.49387, 2.41246, 2.39768, 2.46121, 2.4506, 2.42626, 2.52074, 2.58442, 2.62215, 2.52195, 2.40043, 2.46179, 2.47898, 2.46405, 2.52193, 2.45905, 2.37313, 2.53887, 2.50548, 2.38854, 2.50674, 2.38682, 2.52955, 2.47939, 2.40174, 2.27907, 2.44425, 2.56705, 2.46999, 2.43367, 2.56589, 2.27658, 2.47695, 2.37478, 2.53541, 2.57823, 2.50989, 2.47472, 2.46593, 1.02895, 0.88391, 0.842902, 0.948324, 0.822699, 0.874132, 0.865388, 0.816183, 0.921607, 0.981316, 0.880317, 1.01764, 1.12132, 0.791378, 1.16018, 0.906483, 0.990697, 2.4981, 2.47425, 2.33762, 2.48356, 2.59363, 2.53465, 2.4553, 2.45202, 2.52521, 2.38174, 2.35101, 2.47061, 2.36173, 2.49986, 2.63952, 2.53263, 2.48481, 2.49553, 2.3745, 2.56998, 2.66032, 2.44969, 2.46916, 2.61988, 2.46983, 2.47391, 2.37124, 2.45405, 2.58032, 2.49656, 2.40903, 2.5389, 2.48178, 2.46304, 2.29009, 2.45021, 2.57816, 2.63004, 2.4037, 2.5598, 2.32866, 2.48261, 2.33062, 2.49958, 2.45407, 2.43067, 2.54613, 2.46737, 2.3787, 2.35612, 2.27724, 2.54768, 2.44578, 2.65639, 2.44682, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.51274, 2.49634, 2.29935, 2.62004, 2.56386, 2.67461, 2.56092, 2.495, 2.54018, 2.64131, 2.52505, 2.49522, 2.55558, 2.44087, 2.5034, 2.71636, 2.49289, 2.36809, 2.39789, 2.55915, 2.44853, 2.39328, 2.40241, 2.55955, 2.6418, 2.52315, 2.46829, 2.67857, 2.54292, 2.47948, 2.69224, 2.50704, 2.46203, 2.45872, 2.58695, 2.51756, 2.50609, 2.39778, 2.5818, 2.62169, 2.58496, 2.33575, 2.46095, 2.32462, 2.50959, 2.50172, 2.33619, 2.46409, 2.39, 2.40908, 2.48472, 2.73862, 2.3989, 2.46859, 2.46437, 2.30926, 0.932309, 1.07818, 0.992704, 0.872631, 1.15927, 0.865836, 1.01132, 1.01377, 0.940996, 0.959329, 0.923754, 0.694863, 0.965769, 0.874068, 0.916477, 0.850944, 1.0854, 2.76477, 2.56977, 2.36758, 2.43075, 2.58121, 2.4373, 2.44882, 2.55737, 2.5498, 2.52561, 2.58703, 2.49304, 2.54305, 2.57103, 2.42899, 2.43021, 2.43633, 2.50774, 2.50998, 2.49856, 2.48073, 2.47618, 2.53883, 2.37728, 2.62362, 2.43348, 2.71065, 2.55699, 2.49079, 2.4778, 2.52521, 2.49098, 2.68385, 2.50411, 2.50699, 2.47805, 2.46411, 2.41665, 2.40127, 2.61632, 2.46224, 2.53246, 2.55769, 2.71779, 2.56845, 2.44343, 2.4096, 2.65771, 2.55568, 2.46951, 2.5545, 2.63219, 2.49273, 2.34915, 2.51484, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.61151, 2.40671, 2.40616, 2.47921, 2.50271, 2.42975, 2.60429, 2.41157, 2.52652, 2.50823, 2.50014, 2.63195, 2.66718, 2.51988, 2.61864, 2.53273, 2.48722, 2.46513, 2.63914, 2.69924, 2.49678, 2.49209, 2.54498, 2.48519, 2.45695, 2.59119, 2.35141, 2.5417, 2.55309, 2.60694, 2.58492, 2.52467, 2.47131, 2.4023, 2.53569, 2.29212, 2.7064, 2.57894, 2.66346, 2.43131, 2.52173, 2.55076, 2.53595, 2.52675, 2.4288, 2.46241, 2.6107, 2.60885, 2.67613, 2.55262, 2.64121, 2.60559, 2.5845, 2.45926, 2.46382, 2.36462, 0.930457, 0.86917, 1.03714, 0.91468, 0.875942, 0.810939, 0.799619, 1.01292, 0.927426, 0.953122, 0.879541, 0.907484, 0.918019, 0.776661, 0.839453, 0.824418, 1.03634, 2.79929, 2.25209, 2.45855, 2.40225, 2.47887, 2.38017, 2.41365, 2.48909, 2.4721, 2.44456, 2.39958, 2.41569, 2.47606, 2.43796, 2.40797, 2.41275, 2.65303, 2.51641, 2.54972, 2.71315, 2.54502, 2.33444, 2.51987, 2.49401, 2.48266, 2.48464, 2.5169, 2.68278, 2.49029, 2.48403, 2.6399, 2.39818, 2.46873, 2.37364, 2.31653, 2.38578, 2.6184, 2.49, 2.50575, 2.51706, 2.56194, 2.53804, 2.56875, 2.51827, 2.59709, 2.57784, 2.52276, 2.39533, 2.45475, 2.59043, 2.32761, 2.6395, 2.60139, 2.5472, 2.59586, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.55672, 2.53785, 2.57339, 2.60203, 2.45072, 2.54106, 2.37963, 2.65589, 2.52083, 2.43437, 2.49452, 2.60916, 2.39339, 2.60607, 2.39255, 2.65986, 2.60229, 2.51541, 2.47529, 2.35745, 2.56941, 2.60352, 2.45021, 2.63385, 2.60234, 2.43682, 2.60109, 2.45637, 2.44349, 2.5754, 2.53248, 2.68468, 2.39735, 2.72234, 2.56348, 2.41216, 2.37709, 2.39074, 2.27692, 2.45833, 2.47404, 2.46905, 2.56563, 2.48477, 2.30612, 2.47314, 2.41128, 2.36796, 2.3516, 2.31434, 2.34583, 2.50092, 2.52222, 2.51261, 2.64303, 2.61584, 1.18793, 0.961739, 1.0581, 0.877901, 0.921947, 0.949048, 0.762021, 0.825993, 0.902488, 0.878163, 0.937917, 0.888132, 0.942022, 0.865738, 0.95058, 0.846555, 0.939498, 2.55347, 2.53306, 2.59986, 2.49084, 2.59208, 2.53312, 2.54028, 2.4864, 2.40138, 2.53043, 2.58736, 2.52161, 2.49531, 2.4906, 2.5405, 2.36006, 2.39343, 2.64616, 2.47258, 2.38513, 2.34294, 2.56296, 2.56083, 2.64718, 2.4142, 2.35017, 2.30716, 2.56066, 2.5619, 2.45578, 2.42021, 2.43336, 2.56958, 2.39857, 2.61116, 2.2397, 2.50459, 2.56058, 2.47632, 2.43641, 2.31914, 2.43277, 2.51937, 2.54426, 2.48206, 2.32918, 2.55952, 2.51827, 2.30393, 2.7078, 2.38199, 2.2798, 2.49917, 2.50035, 2.52847, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.44035, 2.3618, 2.49408, 2.30049, 2.46436, 2.35216, 2.36037, 2.50107, 2.51035, 2.46089, 2.60171, 2.4792, 2.58791, 2.42279, 2.50564, 2.40708, 2.72744, 2.48809, 2.54807, 2.39399, 2.39349, 2.63954, 2.52828, 2.33328, 2.58313, 2.46217, 2.57604, 2.27728, 2.57672, 2.38311, 2.42043, 2.56963, 2.46113, 2.72369, 2.37994, 2.50538, 2.49708, 2.36989, 2.47777, 2.67938, 2.50886, 2.65129, 2.3111, 2.38653, 2.47955, 2.54084, 2.65256, 2.57428, 2.33817, 2.65532, 2.4984, 2.56455, 2.3727, 2.52383, 2.42813, 2.30978, 0.894876, 0.880883, 0.949354, 0.978027, 1.03334, 0.900329, 0.800087, 0.961296, 0.959282, 0.955001, 0.818974, 1.04934, 0.90729, 0.959262, 0.860652, 0.970062, 0.985349, 2.39678, 2.42642, 2.60012, 2.62899, 2.41517, 2.47175, 2.49625, 2.35719, 2.56372, 2.60112, 2.64161, 2.44415, 2.55649, 2.49075, 2.6015, 2.50652, 2.49429, 2.57726, 2.41174, 2.33682, 2.2928, 2.68064, 2.40306, 2.42963, 2.44595, 2.52837, 2.35776, 2.52969, 2.53389, 2.56814, 2.60558, 2.61014, 2.45936, 2.5704, 2.58877, 2.41421, 2.64445, 2.63942, 2.62746, 2.48982, 2.42529, 2.44356, 2.65548, 2.63376, 2.37237, 2.51785, 2.62977, 2.60363, 2.60522, 2.39973, 2.47219, 2.38284, 2.41045, 2.63817, 2.53451, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
2.51813, 2.58735, 2.36641, 2.60838, 2.33539, 2.4473, 2.47318, 2.29066, 2.50713, 2.53311, 2.54316, 2.29151, 2.57323, 2.42945, 2.40251, 2.62641, 2.35615, 2.58602, 2.44298, 2.55877, 2.50759, 2.42327, 2.47887, 2.58562, 2.48048, 2.40605, 2.63961, 2.37519, 2.39064, 2.44693, 2.42296, 2.32843, 2.44414, 2.40337, 2.40146, 2.66249, 2.40691, 2.58777, 2.47001, 2.50204, 2.42718, 2.50725, 2.40961, 2.55787, 2.5321, 2.49853, 2.37263, 2.77377, 2.46041, 2.46303, 2.44703, 2.33931, 2.49484, 2.44311, 2.41743, 2.53624, 1.03528, 1.03755, 0.849933, 1.00836, 0.782729, 0.909671, 0.767164, 0.874016, 0.905016, 0.872104, 0.671088, 1.00895, 0.830319, 0.881551, 1.18452, 1.01913, 2.43336, 2.55456, 2.50033, 2.61139, 2.64726, 2.51628, 2.55012, 2.28013, 2.68145, 2.38506, 2.51892, 2.53096, 2.44267, 2.59948, 2.43108, 2.41716, 2.51059, 2.67466, 2.46486, 2.47884, 2.34956, 2.37535, 2.47387, 2.52504, 2.51403, 2.60447, 2.41378, 2.5143, 2.56535, 2.51798, 2.46695, 2.4854, 2.30485, 2.61721, 2.44782, 2.34265, 2.50081, 2.51721, 2.56053, 2.58322, 2.66713, 2.56077, 2.48732, 2.5341, 2.47204, 2.50227, 2.39223, 2.46509, 2.56077, 2.35901, 2.39579, 2.6289, 2.67702, 2.39629, 2.57097, 2.64033, -0.785398, 0.785398, 0.0122718, 0, 0.1, 0, 2.5
