8.5292e-05, 1.48863e-07, 0.000785398, 1
8.5292e-05, 1.48863e-07, 0.000785398, 1
8.5292e-05, 1.48863e-07, 0.000785398, 1
8.5292e-05, 1.48863e-07, 0.000785398, 1
8.5292e-05, 1.48863e-07, 0.000785398, 1
8.5292e-05, 1.48863e-07, 0.000698132, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000698132, 1
8.5292e-05, 1.48863e-07, 0.000698132, 1
8.5292e-05, 1.48863e-07, 0.000698132, 1
8.5292e-05, 1.48863e-07, 0.000698132, 1
8.5292e-05, 1.48863e-07, 0.000698132, 1
8.5292e-05, 1.48863e-07, 0.000698132, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000610865, 1
8.5292e-05, 1.48863e-07, 0.000349066, 1
8.5292e-05, 1.48863e-07, 0.000174533, 1
8.5292e-05, 1.48863e-07, 0.000261799, 1
8.5292e-05, 1.48863e-07, 0.000523599, 1
8.5292e-05, 1.48863e-07, 0.000523599, 1
8.5292e-05, 1.48863e-07, 0.000436332, 1
8.5292e-05, 1.48863e-07, 0.000349066, 1
8.5292e-05, 1.48863e-07, 0.000261799, 1
8.5292e-05, 1.48863e-07, 0.000261799, 1
8.5292e-05, 1.48863e-07, 0.000261799, 1
8.5292e-05, 1.48863e-07, 0.000349066, 1
8.5292e-05, 1.48863e-07, 0.000436332, 1
8.5292e-05, 1.48863e-07, 0.000349066, 1
8.5292e-05, 1.48863e-07, 0.000349066, 1
8.5292e-05, 1.48863e-07, 0.000261799, 1
8.5292e-05, 1.48863e-07, 0.000261799, 1
8.5292e-05, 1.48863e-07, 0.000174533, 1
0.000298522, 2.23294e-07, 0.000174533, 1
0.00413667, 1.56306e-06, 0.000261799, 1
0.00882773, 4.01929e-06, 0.000261799, 1
0.0136894, 6.56485e-06, 0.000349066, 1
0.0169731, 8.85733e-06, 0.000610865, 1
0.0190201, 1.13582e-05, 0.001309, 0.999999
0.0219627, 1.90619e-05, 0.00191986, 0.999998
0.0261846, 3.5273e-05, 0.00279252, 0.999996
0.0307477, 6.07582e-05, 0.00392698, 0.999992
0.0347136, 9.19074e-05, 0.00628314, 0.99998
0.038253, 0.000136386, 0.0109081, 0.999941
0.0418344, 0.000214533, 0.0213787, 0.999771
0.045669, 0.000378604, 0.0287067, 0.999588
0.0496712, 0.000608664, 0.035946, 0.999354
0.053627, 0.00089361, 0.0436194, 0.999048
0.057493, 0.00123184, 0.0519002, 0.998652
0.0611832, 0.00161645, 0.0604388, 0.998172
0.0650357, 0.00208469, 0.0731512, 0.997321
0.0689593, 0.00266338, 0.0816776, 0.996659
0.0729566, 0.00332298, 0.0901111, 0.995932
0.0769002, 0.00404251, 0.0983645, 0.99515
0.0806223, 0.00478557, 0.106524, 0.99431
0.0842483, 0.00557153, 0.114417, 0.993433
0.0878198, 0.00640528, 0.122129, 0.992514
0.091378, 0.0072944, 0.133035, 0.991111
0.094998, 0.00828405, 0.139864, 0.990171
0.0985221, 0.00929989, 0.146256, 0.989247
0.102155, 0.0103982, 0.152468, 0.988308
0.106059, 0.011632, 0.158589, 0.987345
0.109825, 0.012874, 0.164875, 0.986314
0.113536, 0.0141501, 0.175195, 0.984534
0.117138, 0.0154741, 0.182579, 0.983191
0.12088, 0.0169133, 0.190209, 0.981744
0.12448, 0.0183627, 0.198085, 0.980185
0.128095, 0.0198863, 0.206119, 0.978527
0.131412, 0.0213485, 0.214224, 0.976785
0.134898, 0.0229548, 0.225716, 0.974193
0.13846, 0.024699, 0.233021, 0.972472
0.141995, 0.0264965, 0.240397, 0.970675
0.14539, 0.0282877, 0.247675, 0.968843
0.148757, 0.0301297, 0.254939, 0.966957
0.152133, 0.032043, 0.262021, 0.965062
0.155665, 0.0341135, 0.272532, 0.962147
0.159078, 0.0362158, 0.279745, 0.960074
0.162352, 0.0383004, 0.287026, 0.957923
0.165593, 0.0404344, 0.294541, 0.955639
0.168836, 0.0426431, 0.302287, 0.953217
0.172112, 0.0449533, 0.310096, 0.950705
0.175212, 0.0472164, 0.322018, 0.946734
0.178254, 0.0495566, 0.329526, 0.944147
0.181392, 0.052051, 0.33652, 0.941676
0.184427, 0.0545376, 0.343414, 0.939184
0.187393, 0.0570409, 0.350371, 0.936611
0.190353, 0.059616, 0.357472, 0.933924
0.193273, 0.0622357, 0.364389, 0.931247
0.19628, 0.0650142, 0.374364, 0.927282
0.199196, 0.067827, 0.38099, 0.924579
0.202011, 0.0706211, 0.387837, 0.921728
0.204694, 0.0733652, 0.394904, 0.918722
0.207365, 0.0761812, 0.401948, 0.915663
0.210107, 0.0791634, 0.408888, 0.912585
0.212775, 0.0821551, 0.419452, 0.907777
0.215346, 0.0851754, 0.426727, 0.904381
0.21784, 0.0882037, 0.433974, 0.900926
0.220233, 0.0912049, 0.441036, 0.897489
0.222682, 0.0943785, 0.448071, 0.893998
0.225081, 0.09759, 0.455079, 0.890451
0.227379, 0.10077, 0.465383, 0.88511
0.229579, 0.103967, 0.472012, 0.881592
0.231802, 0.107303, 0.478462, 0.878108
0.234044, 0.110779, 0.485191, 0.874408
0.236256, 0.114325, 0.492196, 0.870485
0.2383, 0.117724, 0.49932, 0.866418
0.240289, 0.121155, 0.510093, 0.860119
0.242109, 0.124486, 0.51728, 0.855816
0.243992, 0.128073, 0.524357, 0.851498
0.245777, 0.131615, 0.531325, 0.847168
0.247504, 0.135185, 0.537962, 0.842969
